,contact_cost,joint_limits_cost,object_cost,pose_cost,power_cost,reach_cost,reg_cost,self_collision_cost
278,0.0,0.0,0.0,41.959459371622266,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,41.588907359498165,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,41.2196203059054,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,40.85373202809125,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,40.48811758069841,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,40.128292666630045,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,39.76775469901613,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,39.4103132958545,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,39.06172068908927,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,38.71642911133146,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,38.37883255848335,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,38.04679059280072,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,37.7152677647443,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,37.38676720902652,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,37.05937424058485,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,36.73829104768268,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,36.422250382819584,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,36.10733197649485,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,35.79481773151645,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,35.48595257083707,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,35.1827758156209,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,34.87870664948622,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,34.575318740743526,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,34.277981889210864,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,33.98593586163839,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,33.70044685445325,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,33.41716198011204,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,33.14087507977354,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,32.87070194891061,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,32.59958051252368,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,32.331694496498464,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,32.066054242798415,0.0,0.0,0.0,0.0
